lon,lat,age (Ma),label,source
-70.27,-33.14,5.0,positive,Diaz-Rodriguez et al. 2021
-69.23,-25.22,291.0,positive,Diaz-Rodriguez et al. 2021
-69.34,-22.88,64.0,positive,Diaz-Rodriguez et al. 2021
-69.3,-22.84,57.0,positive,Diaz-Rodriguez et al. 2021
-68.95,-22.42,38.0,positive,Diaz-Rodriguez et al. 2021
-72.15,-46.03,100.0,positive,Diaz-Rodriguez et al. 2021
-68.64,-20.99,35.0,positive,Diaz-Rodriguez et al. 2021
-70.23,-32.88,11.0,positive,Diaz-Rodriguez et al. 2021
-69.09,-24.24,39.0,positive,Diaz-Rodriguez et al. 2021
-77.32,8.49,48.0,positive,Diaz-Rodriguez et al. 2021
-75.03,3.52,166.0,positive,Diaz-Rodriguez et al. 2021
-75.3,4.18,131.0,positive,Diaz-Rodriguez et al. 2021
-76.67,1.24,166.0,positive,Diaz-Rodriguez et al. 2021
-76.75,7.05,55.0,positive,Diaz-Rodriguez et al. 2021
-76.5,6.7,43.0,positive,Diaz-Rodriguez et al. 2021
-76.88,2.1,17.0,positive,Diaz-Rodriguez et al. 2021
-79.15,-1.67,20.0,positive,Diaz-Rodriguez et al. 2021
-79.12,-1.38,20.0,positive,Diaz-Rodriguez et al. 2021
-79.42,-2.93,11.0,positive,Diaz-Rodriguez et al. 2021
-78.88,-4.02,141.0,positive,Diaz-Rodriguez et al. 2021
-78.95,-4.25,154.0,positive,Diaz-Rodriguez et al. 2021
-79.33,-3.58,10.0,positive,Diaz-Rodriguez et al. 2021
-79.68,-3.05,19.0,positive,Diaz-Rodriguez et al. 2021
-78.58,0.33,7.0,positive,Diaz-Rodriguez et al. 2021
-80.0,-4.33,14.0,positive,Diaz-Rodriguez et al. 2021
-78.9,-4.65,154.0,positive,Diaz-Rodriguez et al. 2021
-78.5,-3.6,154.0,positive,Diaz-Rodriguez et al. 2021
-79.58,-4.2,14.0,positive,Diaz-Rodriguez et al. 2021
-78.42,-3.65,154.0,positive,Diaz-Rodriguez et al. 2021
-79.13,-1.57,15.0,positive,Diaz-Rodriguez et al. 2021
-79.25,-4.25,154.0,positive,Diaz-Rodriguez et al. 2021
-78.6,-3.78,154.0,positive,Diaz-Rodriguez et al. 2021
-77.9,-8.56,5.0,positive,Diaz-Rodriguez et al. 2021
-75.92,-13.23,100.0,positive,Diaz-Rodriguez et al. 2021
-73.58,-15.82,100.0,positive,Diaz-Rodriguez et al. 2021
-78.18,-8.17,10.0,positive,Diaz-Rodriguez et al. 2021
-75.15,-14.18,100.0,positive,Diaz-Rodriguez et al. 2021
-71.35,-14.96,36.0,positive,Diaz-Rodriguez et al. 2021
-79.28,-6.08,15.0,positive,Diaz-Rodriguez et al. 2021
-69.9,-17.68,59.0,positive,Diaz-Rodriguez et al. 2021
-78.61,-6.76,11.0,positive,Diaz-Rodriguez et al. 2021
-76.25,-10.63,14.0,positive,Diaz-Rodriguez et al. 2021
-71.55,-16.55,57.0,positive,Diaz-Rodriguez et al. 2021
-71.59,-16.54,62.0,positive,Diaz-Rodriguez et al. 2021
-72.33,-14.03,36.0,positive,Diaz-Rodriguez et al. 2021
-71.36,-16.77,50.0,positive,Diaz-Rodriguez et al. 2021
-75.42,-14.23,100.0,positive,Diaz-Rodriguez et al. 2021
-71.77,-14.46,33.0,positive,Diaz-Rodriguez et al. 2021
-71.26,-14.95,31.0,positive,Diaz-Rodriguez et al. 2021
-72.35,-14.18,36.0,positive,Diaz-Rodriguez et al. 2021
-70.71,-17.05,51.0,positive,Diaz-Rodriguez et al. 2021
-70.7,-17.04,51.0,positive,Diaz-Rodriguez et al. 2021
-78.32,-7.02,17.0,positive,Diaz-Rodriguez et al. 2021
-75.72,-13.77,100.0,positive,Diaz-Rodriguez et al. 2021
-79.12,-6.36,12.0,positive,Diaz-Rodriguez et al. 2021
-78.58,-7.12,10.0,positive,Diaz-Rodriguez et al. 2021
-72.99,-14.46,36.0,positive,Diaz-Rodriguez et al. 2021
-73.13,-14.16,32.0,positive,Diaz-Rodriguez et al. 2021
-76.14,-12.98,100.0,positive,Diaz-Rodriguez et al. 2021
-77.77,-8.22,15.0,positive,Diaz-Rodriguez et al. 2021
-78.32,-7.3,20.0,positive,Diaz-Rodriguez et al. 2021
-78.36,-6.91,16.0,positive,Diaz-Rodriguez et al. 2021
-69.66,-15.0,23.0,positive,Diaz-Rodriguez et al. 2021
-78.0,-8.79,15.0,positive,Diaz-Rodriguez et al. 2021
-75.35,-13.93,100.0,positive,Diaz-Rodriguez et al. 2021
-76.08,-11.48,7.0,positive,Diaz-Rodriguez et al. 2021
-71.31,-14.98,38.0,positive,Diaz-Rodriguez et al. 2021
-70.62,-17.11,54.0,positive,Diaz-Rodriguez et al. 2021
-79.31,-4.94,16.0,positive,Diaz-Rodriguez et al. 2021
-78.67,-6.73,13.0,positive,Diaz-Rodriguez et al. 2021
-75.09,-13.69,100.0,positive,Diaz-Rodriguez et al. 2021
-71.31,-14.91,33.0,positive,Diaz-Rodriguez et al. 2021
-70.61,-17.25,57.0,positive,Diaz-Rodriguez et al. 2021
-76.13,-11.6,8.0,positive,Diaz-Rodriguez et al. 2021
-72.97,-45.9,0.0,negative,Diaz-Rodriguez et al. 2021
-72.95,-40.71,0.0,negative,Diaz-Rodriguez et al. 2021
-72.95,-41.87,0.0,negative,Diaz-Rodriguez et al. 2021
-72.7389,-46.1789,0.0,negative,Diaz-Rodriguez et al. 2021
-72.7003,-46.165,0.0,negative,Diaz-Rodriguez et al. 2021
-72.6,-42.72,0.0,negative,Diaz-Rodriguez et al. 2021
-72.6,-42.73,0.0,negative,Diaz-Rodriguez et al. 2021
-72.6,-42.93,0.0,negative,Diaz-Rodriguez et al. 2021
-72.56,-46.1228,0.0,negative,Diaz-Rodriguez et al. 2021
-72.53,-41.14,0.0,negative,Diaz-Rodriguez et al. 2021
-72.52,-41.15,0.0,negative,Diaz-Rodriguez et al. 2021
-72.27,-41.3,0.0,negative,Diaz-Rodriguez et al. 2021
-72.24,-40.51,0.0,negative,Diaz-Rodriguez et al. 2021
-72.225,-41.3,0.0,negative,Diaz-Rodriguez et al. 2021
-72.19,-40.78,0.0,negative,Diaz-Rodriguez et al. 2021
-72.153,-40.771,0.0,negative,Diaz-Rodriguez et al. 2021
-72.14668,-40.66213,0.0,negative,Diaz-Rodriguez et al. 2021
-72.14073,-40.63332,0.0,negative,Diaz-Rodriguez et al. 2021
-72.12,-40.59,0.0,negative,Diaz-Rodriguez et al. 2021
-72.10573,-40.59582,0.0,negative,Diaz-Rodriguez et al. 2021
-72.0,-39.93,0.0,negative,Diaz-Rodriguez et al. 2021
-71.98,-39.31,0.0,negative,Diaz-Rodriguez et al. 2021
-71.97,-39.35,0.0,negative,Diaz-Rodriguez et al. 2021
-71.97,-39.38,0.0,negative,Diaz-Rodriguez et al. 2021
-71.95362,-40.70835,0.0,negative,Diaz-Rodriguez et al. 2021
-71.95,-39.39,0.0,negative,Diaz-Rodriguez et al. 2021
-71.95,-39.4,0.0,negative,Diaz-Rodriguez et al. 2021
-71.82,-39.2,0.0,negative,Diaz-Rodriguez et al. 2021
-71.81,-39.27,0.0,negative,Diaz-Rodriguez et al. 2021
-71.66662,-40.75817,0.0,negative,Diaz-Rodriguez et al. 2021
-71.62,-38.75,0.0,negative,Diaz-Rodriguez et al. 2021
-71.6,-38.4,0.0,negative,Diaz-Rodriguez et al. 2021
-71.53,-38.36,0.0,negative,Diaz-Rodriguez et al. 2021
-71.51,-38.34,0.0,negative,Diaz-Rodriguez et al. 2021
-71.27,-36.2,0.0,negative,Diaz-Rodriguez et al. 2021
-70.85,-35.58,0.0,negative,Diaz-Rodriguez et al. 2021
-70.83,-36.0,0.0,negative,Diaz-Rodriguez et al. 2021
-70.78,-38.65,0.0,negative,Diaz-Rodriguez et al. 2021
-70.78,-39.98,0.0,negative,Diaz-Rodriguez et al. 2021
-70.75,-39.99,0.0,negative,Diaz-Rodriguez et al. 2021
-70.67,-41.45,0.0,negative,Diaz-Rodriguez et al. 2021
-70.61,-38.3,0.0,negative,Diaz-Rodriguez et al. 2021
-70.31,-39.11,0.0,negative,Diaz-Rodriguez et al. 2021
-70.22,-41.04,0.0,negative,Diaz-Rodriguez et al. 2021
-70.21,-42.07,0.0,negative,Diaz-Rodriguez et al. 2021
-70.15,-38.92,0.0,negative,Diaz-Rodriguez et al. 2021
-70.14,-41.77,0.0,negative,Diaz-Rodriguez et al. 2021
-70.05,-42.14,0.0,negative,Diaz-Rodriguez et al. 2021
-69.87,-39.16,0.0,negative,Diaz-Rodriguez et al. 2021
-69.8,-41.37,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5525,-21.9106,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5403,-21.9153,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5239,-21.8911,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5228,-21.9072,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5175,-25.3011,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5108,-21.895,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5078,-21.8964,0.0,negative,Diaz-Rodriguez et al. 2021
-68.5042,-21.8939,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4969,-21.8939,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4853,-21.8478,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4806,-21.8319,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4681,-21.9006,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4614,-21.8494,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4608,-21.8864,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4578,-21.8869,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4569,-21.8861,0.0,negative,Diaz-Rodriguez et al. 2021
-68.4533,-21.8536,0.0,negative,Diaz-Rodriguez et al. 2021
-68.1875,-21.2875,0.0,negative,Diaz-Rodriguez et al. 2021
-68.1875,-21.3056,0.0,negative,Diaz-Rodriguez et al. 2021
-68.1833,-21.3028,0.0,negative,Diaz-Rodriguez et al. 2021
-69.0,-37.1,1.0,negative,Diaz-Rodriguez et al. 2021
-68.2947,-21.3185,1.0,negative,Diaz-Rodriguez et al. 2021
-73.17,-45.1,2.0,negative,Diaz-Rodriguez et al. 2021
-72.984,-45.059,2.0,negative,Diaz-Rodriguez et al. 2021
-72.97,-45.9,2.0,negative,Diaz-Rodriguez et al. 2021
-72.88,-44.08,2.0,negative,Diaz-Rodriguez et al. 2021
-72.6,-41.01,2.0,negative,Diaz-Rodriguez et al. 2021
-72.53,-44.3,2.0,negative,Diaz-Rodriguez et al. 2021
-72.225,-41.3,2.0,negative,Diaz-Rodriguez et al. 2021
-72.12,-40.59,2.0,negative,Diaz-Rodriguez et al. 2021
-72.0,-40.35,2.0,negative,Diaz-Rodriguez et al. 2021
-72.0,-40.75,2.0,negative,Diaz-Rodriguez et al. 2021
-71.95,-39.42,2.0,negative,Diaz-Rodriguez et al. 2021
-71.93,-39.42,2.0,negative,Diaz-Rodriguez et al. 2021
-71.8,-37.38,2.0,negative,Diaz-Rodriguez et al. 2021
-71.6,-38.4,2.0,negative,Diaz-Rodriguez et al. 2021
-71.5,-38.5,2.0,negative,Diaz-Rodriguez et al. 2021
-71.46,-37.4,2.0,negative,Diaz-Rodriguez et al. 2021
-71.37,-37.38,2.0,negative,Diaz-Rodriguez et al. 2021
-71.36,-37.4,2.0,negative,Diaz-Rodriguez et al. 2021
-71.35,-37.37,2.0,negative,Diaz-Rodriguez et al. 2021
-71.35,-37.39,2.0,negative,Diaz-Rodriguez et al. 2021
-71.34,-37.4,2.0,negative,Diaz-Rodriguez et al. 2021
-71.33,-37.45,2.0,negative,Diaz-Rodriguez et al. 2021
-71.32,-37.38,2.0,negative,Diaz-Rodriguez et al. 2021
-71.32,-37.46,2.0,negative,Diaz-Rodriguez et al. 2021
-71.3,-37.39,2.0,negative,Diaz-Rodriguez et al. 2021
-71.3,-37.41,2.0,negative,Diaz-Rodriguez et al. 2021
-71.27,-36.2,2.0,negative,Diaz-Rodriguez et al. 2021
-71.0,-36.0,2.0,negative,Diaz-Rodriguez et al. 2021
-70.85,-35.58,2.0,negative,Diaz-Rodriguez et al. 2021
-70.7783,-44.7167,2.0,negative,Diaz-Rodriguez et al. 2021
-70.7,-37.48,2.0,negative,Diaz-Rodriguez et al. 2021
-70.674,-46.5903,2.0,negative,Diaz-Rodriguez et al. 2021
-70.67,-35.6,2.0,negative,Diaz-Rodriguez et al. 2021
-70.593,-35.952,2.0,negative,Diaz-Rodriguez et al. 2021
-70.57,-35.24,2.0,negative,Diaz-Rodriguez et al. 2021
-70.569,-35.965,2.0,negative,Diaz-Rodriguez et al. 2021
-70.557,-35.962,2.0,negative,Diaz-Rodriguez et al. 2021
-70.556,-35.968,2.0,negative,Diaz-Rodriguez et al. 2021
-70.5,-35.0,2.0,negative,Diaz-Rodriguez et al. 2021
-70.5,-35.795,2.0,negative,Diaz-Rodriguez et al. 2021
-70.5,-36.0,2.0,negative,Diaz-Rodriguez et al. 2021
-70.48,-35.93,2.0,negative,Diaz-Rodriguez et al. 2021
-70.4319,-42.0581,2.0,negative,Diaz-Rodriguez et al. 2021
-70.34622,-35.96706,2.0,negative,Diaz-Rodriguez et al. 2021
-70.2794,-42.1461,2.0,negative,Diaz-Rodriguez et al. 2021
-70.2664,-42.1497,2.0,negative,Diaz-Rodriguez et al. 2021
-70.2356,-41.9086,2.0,negative,Diaz-Rodriguez et al. 2021
-70.2244,-42.105,2.0,negative,Diaz-Rodriguez et al. 2021
-70.2231,-42.1294,2.0,negative,Diaz-Rodriguez et al. 2021
-70.2225,-42.1122,2.0,negative,Diaz-Rodriguez et al. 2021
-70.22,-41.9108,2.0,negative,Diaz-Rodriguez et al. 2021
-70.1853,-42.0094,2.0,negative,Diaz-Rodriguez et al. 2021
-70.1569,-42.0525,2.0,negative,Diaz-Rodriguez et al. 2021
-70.13,-45.63,2.0,negative,Diaz-Rodriguez et al. 2021
-70.124,-37.302,2.0,negative,Diaz-Rodriguez et al. 2021
-70.1236,-41.9081,2.0,negative,Diaz-Rodriguez et al. 2021
-70.10533,-35.79714,2.0,negative,Diaz-Rodriguez et al. 2021
-70.065,-37.209,2.0,negative,Diaz-Rodriguez et al. 2021
-70.050185,-35.829186,2.0,negative,Diaz-Rodriguez et al. 2021
-69.9989,-42.0544,2.0,negative,Diaz-Rodriguez et al. 2021
-69.947,-37.142,2.0,negative,Diaz-Rodriguez et al. 2021
-69.943,-37.166,2.0,negative,Diaz-Rodriguez et al. 2021
-69.9311,-42.14,2.0,negative,Diaz-Rodriguez et al. 2021
-69.924,-37.227,2.0,negative,Diaz-Rodriguez et al. 2021
-69.9214,-42.1436,2.0,negative,Diaz-Rodriguez et al. 2021
-69.88212,-35.13675,2.0,negative,Diaz-Rodriguez et al. 2021
-69.882,-35.133,2.0,negative,Diaz-Rodriguez et al. 2021
-69.88161,-35.13689,2.0,negative,Diaz-Rodriguez et al. 2021
-69.877,-35.161,2.0,negative,Diaz-Rodriguez et al. 2021
-69.874,-35.127,2.0,negative,Diaz-Rodriguez et al. 2021
-69.87,-35.13,2.0,negative,Diaz-Rodriguez et al. 2021
-69.866,-35.136,2.0,negative,Diaz-Rodriguez et al. 2021
-69.8644,-42.1867,2.0,negative,Diaz-Rodriguez et al. 2021
-69.8633,-42.8633,2.0,negative,Diaz-Rodriguez et al. 2021
-69.861154,-36.753031,2.0,negative,Diaz-Rodriguez et al. 2021
-69.856212,-35.464918,2.0,negative,Diaz-Rodriguez et al. 2021
-69.85008,-35.4635,2.0,negative,Diaz-Rodriguez et al. 2021
-69.8493,-35.1392,2.0,negative,Diaz-Rodriguez et al. 2021
-69.8481,-42.2339,2.0,negative,Diaz-Rodriguez et al. 2021
-69.84137,-37.016022,2.0,negative,Diaz-Rodriguez et al. 2021
-69.8192,-42.2283,2.0,negative,Diaz-Rodriguez et al. 2021
-69.794,-35.166,2.0,negative,Diaz-Rodriguez et al. 2021
-69.794,-35.176,2.0,negative,Diaz-Rodriguez et al. 2021
-69.791,-35.163,2.0,negative,Diaz-Rodriguez et al. 2021
-69.79,-35.17,2.0,negative,Diaz-Rodriguez et al. 2021
-69.784,-35.163,2.0,negative,Diaz-Rodriguez et al. 2021
-69.782,-35.178,2.0,negative,Diaz-Rodriguez et al. 2021
-69.776,-35.168,2.0,negative,Diaz-Rodriguez et al. 2021
-69.776,-35.173,2.0,negative,Diaz-Rodriguez et al. 2021
-69.775,-35.168,2.0,negative,Diaz-Rodriguez et al. 2021
-69.774,-35.174,2.0,negative,Diaz-Rodriguez et al. 2021
-69.77327,-35.1865,2.0,negative,Diaz-Rodriguez et al. 2021
-69.772,-35.194,2.0,negative,Diaz-Rodriguez et al. 2021
-69.726778,-36.0425,2.0,negative,Diaz-Rodriguez et al. 2021
-69.707,-35.1032,2.0,negative,Diaz-Rodriguez et al. 2021
-69.68718,-35.14037,2.0,negative,Diaz-Rodriguez et al. 2021
-69.680367,-36.321231,2.0,negative,Diaz-Rodriguez et al. 2021
-69.666953,-36.310645,2.0,negative,Diaz-Rodriguez et al. 2021
-69.6664,-36.3124,2.0,negative,Diaz-Rodriguez et al. 2021
-69.66588,-36.31321,2.0,negative,Diaz-Rodriguez et al. 2021
-69.66558,-36.31269,2.0,negative,Diaz-Rodriguez et al. 2021
-69.664,-36.3133,2.0,negative,Diaz-Rodriguez et al. 2021
-69.6636,-36.3129,2.0,negative,Diaz-Rodriguez et al. 2021
-69.66344,-36.31422,2.0,negative,Diaz-Rodriguez et al. 2021
-69.6633,-36.3129,2.0,negative,Diaz-Rodriguez et al. 2021
-69.662084,-36.616465,2.0,negative,Diaz-Rodriguez et al. 2021
-69.661916,-36.418578,2.0,negative,Diaz-Rodriguez et al. 2021
-69.66158,-35.14045,2.0,negative,Diaz-Rodriguez et al. 2021
-69.6601,-36.4239,2.0,negative,Diaz-Rodriguez et al. 2021
-69.65015,-36.47218,2.0,negative,Diaz-Rodriguez et al. 2021
-69.64996,-36.47188,2.0,negative,Diaz-Rodriguez et al. 2021
-69.6465,-36.3281,2.0,negative,Diaz-Rodriguez et al. 2021
-69.64609,-36.43145,2.0,negative,Diaz-Rodriguez et al. 2021
-69.645657,-36.43231,2.0,negative,Diaz-Rodriguez et al. 2021
-69.630201,-36.534823,2.0,negative,Diaz-Rodriguez et al. 2021
-69.622911,-36.277068,2.0,negative,Diaz-Rodriguez et al. 2021
-69.6206,-36.3362,2.0,negative,Diaz-Rodriguez et al. 2021
-69.6199,-36.3363,2.0,negative,Diaz-Rodriguez et al. 2021
-69.61708,-36.275097,2.0,negative,Diaz-Rodriguez et al. 2021
-69.614353,-36.556698,2.0,negative,Diaz-Rodriguez et al. 2021
-69.59911,-36.4165,2.0,negative,Diaz-Rodriguez et al. 2021
-69.58483,-36.4136,2.0,negative,Diaz-Rodriguez et al. 2021
-69.55395,-36.31385,2.0,negative,Diaz-Rodriguez et al. 2021
-69.541283,-35.655783,2.0,negative,Diaz-Rodriguez et al. 2021
-69.525022,-35.663015,2.0,negative,Diaz-Rodriguez et al. 2021
-69.52397,-35.66356,2.0,negative,Diaz-Rodriguez et al. 2021
-69.510409,-35.608555,2.0,negative,Diaz-Rodriguez et al. 2021
-69.497961,-36.221486,2.0,negative,Diaz-Rodriguez et al. 2021
-69.49763,-35.668585,2.0,negative,Diaz-Rodriguez et al. 2021
-69.48225,-35.7687,2.0,negative,Diaz-Rodriguez et al. 2021
-69.47816,-35.75967,2.0,negative,Diaz-Rodriguez et al. 2021
-69.47373,-35.7609,2.0,negative,Diaz-Rodriguez et al. 2021
-69.47198,-36.33761,2.0,negative,Diaz-Rodriguez et al. 2021
-69.470704,-36.338115,2.0,negative,Diaz-Rodriguez et al. 2021
-69.46592,-35.77222,2.0,negative,Diaz-Rodriguez et al. 2021
-69.463136,-35.70942,2.0,negative,Diaz-Rodriguez et al. 2021
-69.46106,-35.71044,2.0,negative,Diaz-Rodriguez et al. 2021
-69.4584,-35.711057,2.0,negative,Diaz-Rodriguez et al. 2021
-69.45694,-35.71181,2.0,negative,Diaz-Rodriguez et al. 2021
-69.453761,-35.721881,2.0,negative,Diaz-Rodriguez et al. 2021
-69.453104,-36.374001,2.0,negative,Diaz-Rodriguez et al. 2021
-69.451265,-35.497736,2.0,negative,Diaz-Rodriguez et al. 2021
-69.444808,-35.726558,2.0,negative,Diaz-Rodriguez et al. 2021
-69.43778,-36.378602,2.0,negative,Diaz-Rodriguez et al. 2021
-69.436928,-35.921923,2.0,negative,Diaz-Rodriguez et al. 2021
-69.42893,-36.42983,2.0,negative,Diaz-Rodriguez et al. 2021
-69.425,-36.4,2.0,negative,Diaz-Rodriguez et al. 2021
-69.417929,-36.096864,2.0,negative,Diaz-Rodriguez et al. 2021
-69.413251,-36.301812,2.0,negative,Diaz-Rodriguez et al. 2021
-69.411389,-36.354544,2.0,negative,Diaz-Rodriguez et al. 2021
-69.408868,-35.752051,2.0,negative,Diaz-Rodriguez et al. 2021
-69.40653,-36.25514,2.0,negative,Diaz-Rodriguez et al. 2021
-69.40519,-36.025522,2.0,negative,Diaz-Rodriguez et al. 2021
-69.403254,-36.380263,2.0,negative,Diaz-Rodriguez et al. 2021
-69.402349,-36.374773,2.0,negative,Diaz-Rodriguez et al. 2021
-69.400259,-36.337061,2.0,negative,Diaz-Rodriguez et al. 2021
-69.39556,-36.33783,2.0,negative,Diaz-Rodriguez et al. 2021
-69.39555,-36.33783,2.0,negative,Diaz-Rodriguez et al. 2021
-69.39516,-36.21031,2.0,negative,Diaz-Rodriguez et al. 2021
-69.392026,-36.393234,2.0,negative,Diaz-Rodriguez et al. 2021
-69.39119,-36.39371,2.0,negative,Diaz-Rodriguez et al. 2021
-69.38658,-36.33972,2.0,negative,Diaz-Rodriguez et al. 2021
-69.384862,-36.456049,2.0,negative,Diaz-Rodriguez et al. 2021
-69.38328,-36.246824,2.0,negative,Diaz-Rodriguez et al. 2021
-69.38263,-36.44092,2.0,negative,Diaz-Rodriguez et al. 2021
-69.381429,-36.457327,2.0,negative,Diaz-Rodriguez et al. 2021
-69.38122,-36.45405,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3807,-36.4421,2.0,negative,Diaz-Rodriguez et al. 2021
-69.375586,-36.466568,2.0,negative,Diaz-Rodriguez et al. 2021
-69.374542,-36.319077,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3727,-36.4822,2.0,negative,Diaz-Rodriguez et al. 2021
-69.369947,-36.555743,2.0,negative,Diaz-Rodriguez et al. 2021
-69.36699,-36.3917,2.0,negative,Diaz-Rodriguez et al. 2021
-69.35017,-36.3855,2.0,negative,Diaz-Rodriguez et al. 2021
-69.35016,-36.3855,2.0,negative,Diaz-Rodriguez et al. 2021
-69.35,-36.4,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3454,-36.5133,2.0,negative,Diaz-Rodriguez et al. 2021
-69.343666,-36.509336,2.0,negative,Diaz-Rodriguez et al. 2021
-69.341891,-36.510663,2.0,negative,Diaz-Rodriguez et al. 2021
-69.339834,-36.406062,2.0,negative,Diaz-Rodriguez et al. 2021
-69.33609,-36.22966,2.0,negative,Diaz-Rodriguez et al. 2021
-69.33517,-36.40703,2.0,negative,Diaz-Rodriguez et al. 2021
-69.333707,-36.301032,2.0,negative,Diaz-Rodriguez et al. 2021
-69.332706,-36.404163,2.0,negative,Diaz-Rodriguez et al. 2021
-69.332,-36.2966,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3314,-36.30236,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3314,-36.30237,2.0,negative,Diaz-Rodriguez et al. 2021
-69.33,-36.5,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3296,-36.2814,2.0,negative,Diaz-Rodriguez et al. 2021
-69.32453,-36.33461,2.0,negative,Diaz-Rodriguez et al. 2021
-69.32452,-36.3346,2.0,negative,Diaz-Rodriguez et al. 2021
-69.32129,-36.501959,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3186,-36.2948,2.0,negative,Diaz-Rodriguez et al. 2021
-69.31853,-36.306,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3185,-36.306,2.0,negative,Diaz-Rodriguez et al. 2021
-69.317596,-35.766811,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3165,-36.3032,2.0,negative,Diaz-Rodriguez et al. 2021
-69.31325,-36.23532,2.0,negative,Diaz-Rodriguez et al. 2021
-69.31216,-36.23573,2.0,negative,Diaz-Rodriguez et al. 2021
-69.31183,-36.33335,2.0,negative,Diaz-Rodriguez et al. 2021
-69.31183,-36.33336,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3114,-36.2732,2.0,negative,Diaz-Rodriguez et al. 2021
-69.30819,-36.46533,2.0,negative,Diaz-Rodriguez et al. 2021
-69.30818,-36.46533,2.0,negative,Diaz-Rodriguez et al. 2021
-69.308,-36.2674,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3058,-36.488,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3049,-36.2802,2.0,negative,Diaz-Rodriguez et al. 2021
-69.30486,-36.37942,2.0,negative,Diaz-Rodriguez et al. 2021
-69.3005,-36.2669,2.0,negative,Diaz-Rodriguez et al. 2021
-69.30044,-36.32369,2.0,negative,Diaz-Rodriguez et al. 2021
-69.2988,-36.3095,2.0,negative,Diaz-Rodriguez et al. 2021
-69.29797,-36.30911,2.0,negative,Diaz-Rodriguez et al. 2021
-69.29719,-36.38861,2.0,negative,Diaz-Rodriguez et al. 2021
-69.29718,-36.3886,2.0,negative,Diaz-Rodriguez et al. 2021
-69.2967,-36.3079,2.0,negative,Diaz-Rodriguez et al. 2021
-69.296578,-36.308101,2.0,negative,Diaz-Rodriguez et al. 2021
-69.29575,-36.46668,2.0,negative,Diaz-Rodriguez et al. 2021
-69.29575,-36.46669,2.0,negative,Diaz-Rodriguez et al. 2021
-69.29533,-36.48658,2.0,negative,Diaz-Rodriguez et al. 2021
-69.2948,-36.4952,2.0,negative,Diaz-Rodriguez et al. 2021
-69.291,-36.5057,2.0,negative,Diaz-Rodriguez et al. 2021
-69.28744,-36.31122,2.0,negative,Diaz-Rodriguez et al. 2021
-69.28743,-36.31122,2.0,negative,Diaz-Rodriguez et al. 2021
-69.28133,-36.49194,2.0,negative,Diaz-Rodriguez et al. 2021
-69.27699,-36.35665,2.0,negative,Diaz-Rodriguez et al. 2021
-69.2765,-36.35861,2.0,negative,Diaz-Rodriguez et al. 2021
-69.27505,-36.49319,2.0,negative,Diaz-Rodriguez et al. 2021
-69.269747,-35.788476,2.0,negative,Diaz-Rodriguez et al. 2021
-69.26119,-36.37672,2.0,negative,Diaz-Rodriguez et al. 2021
-69.25908,-36.37664,2.0,negative,Diaz-Rodriguez et al. 2021
-69.25872,-36.37667,2.0,negative,Diaz-Rodriguez et al. 2021
-69.257765,-35.775873,2.0,negative,Diaz-Rodriguez et al. 2021
-69.25739,-36.37697,2.0,negative,Diaz-Rodriguez et al. 2021
-69.24983,-36.41119,2.0,negative,Diaz-Rodriguez et al. 2021
-69.23782,-36.37672,2.0,negative,Diaz-Rodriguez et al. 2021
-69.2353,-36.3855,2.0,negative,Diaz-Rodriguez et al. 2021
-69.234062,-36.356047,2.0,negative,Diaz-Rodriguez et al. 2021
-69.2331,-36.4571,2.0,negative,Diaz-Rodriguez et al. 2021
-69.226889,-36.074162,2.0,negative,Diaz-Rodriguez et al. 2021
-69.22119,-36.37789,2.0,negative,Diaz-Rodriguez et al. 2021
-69.22035,-36.39402,2.0,negative,Diaz-Rodriguez et al. 2021
-69.219795,-36.380322,2.0,negative,Diaz-Rodriguez et al. 2021
